"","unit","old_unit","Experiment","Treatment","Species","Genotype","G..Alias","Replicates"
"473","162:05:02","162:05:02","Exp60","WW_R2","Sorghum","Exp60_190_IS22291","Exp60_190_IS22291",2
"474","162:06:01","162:06:01","Exp60","WW_R2","Sorghum","Exp60_160_IS20665","Exp60_160_IS20665",2
"475","162:06:02","162:06:02","Exp60","WW_R2","Sorghum","Exp60_50_IS5720","Exp60_50_IS5720",2
"476","162:07:01","162:07:01","Exp60","WW_R2","Sorghum","Exp60_261_IS29870","Exp60_261_IS29870",2
"477","162:07:02","162:07:02","Exp60","WW_R2","Sorghum","Exp60_222_IS24713","Exp60_222_IS24713",2
"478","162:08:01","162:08:01","Exp60","WW_R2","Sorghum","Exp60_187_IS22239","Exp60_187_IS22239",2
"479","162:08:02","162:08:02","Exp60","WW_R2","Sorghum","Exp60_91_IS11758","Exp60_91_IS11758",2
"480","162:09:01","162:09:01","Exp60","WW_R2","Sorghum","Exp60_149_IS19455","Exp60_149_IS19455",2
"481","162:09:02","162:09:02","Exp60","WW_R2","Sorghum","Exp60_130_IS16396","Exp60_130_IS16396",2
"482","163:10:01","163:10:01","Exp60","WW_R3","Sorghum","Exp60_68_IS8348","Exp60_68_IS8348",3
"483","163:10:02","163:10:02","Exp60","WW_R3","Sorghum","Exp60_89_IS11119","Exp60_89_IS11119",3
"484","163:11:01","163:11:01","Exp60","WW_R3","Sorghum","Exp60_86_IS10971","Exp60_86_IS10971",3
"485","163:11:02","163:11:02","Exp60","WW_R3","Sorghum","Exp60_183_IS21854","Exp60_183_IS21854",3
"486","163:12:01","163:12:01","Exp60","WW_R3","Sorghum","Exp60_269_IS30417","Exp60_269_IS30417",3
"487","163:12:02","163:12:02","Exp60","WW_R3","Sorghum","Exp60_97_IS13452","Exp60_97_IS13452",3
"488","163:01:01","163:01:01","Exp60","WW_R2","Sorghum","Exp60_290_IS32092","Exp60_290_IS32092",2
"489","163:01:02","163:01:02","Exp60","WW_R2","Sorghum","Exp60_238_IS26815","Exp60_238_IS26815",2
"490","163:02:01","163:02:01","Exp60","WW_R2","Sorghum","Exp60_254_IS29409","Exp60_254_IS29409",2
"491","163:02:02","163:02:02","Exp60","WW_R2","Sorghum","Exp60_235_IS25910","Exp60_235_IS25910",2
"492","163:03:01","163:03:01","Exp60","WW_R2","Sorghum","Exp60_5_IS929","Exp60_5_IS929",2
"493","163:03:02","163:03:02","Exp60","WW_R2","Sorghum","Exp60_155_IS20064","Exp60_155_IS20064",2
"494","163:04:01","163:04:01","Exp60","WW_R2","Sorghum","Exp60_303_S35","Exp60_303_S35",2
"495","163:04:02","163:04:02","Exp60","WW_R2","Sorghum","Exp60_207_IS23254","Exp60_207_IS23254",2
"496","163:05:01","163:05:01","Exp60","WW_R2","Sorghum","Exp60_188_IS22282","Exp60_188_IS22282",2
"497","163:05:02","163:05:02","Exp60","WW_R2","Sorghum","Exp60_309_SSM1267","Exp60_309_SSM1267",2
"498","163:06:01","163:06:01","Exp60","WW_R2","Sorghum","Exp60_280_IS31195","Exp60_280_IS31195",2
"499","163:06:02","163:06:02","Exp60","WW_R2","Sorghum","Exp60_90_IS11374","Exp60_90_IS11374",2
"500","163:07:01","163:07:01","Exp60","WW_R2","Sorghum","Exp60_163_IS20700","Exp60_163_IS20700",2
"501","163:07:02","163:07:02","Exp60","WW_R2","Sorghum","Exp60_111_IS14414","Exp60_111_IS14414",2
"502","163:08:01","163:08:01","Exp60","WW_R2","Sorghum","Exp60_211_IS23666","Exp60_211_IS23666",2
"503","163:08:02","163:08:02","Exp60","WW_R2","Sorghum","Exp60_269_IS30417","Exp60_269_IS30417",2
"504","163:09:01","163:09:01","Exp60","WW_R3","Sorghum","Exp60_176_IS21124","Exp60_176_IS21124",3
"505","163:09:02","163:09:02","Exp60","WW_R3","Sorghum","Exp60_267_IS30207","Exp60_267_IS30207",3
"506","164:09:02","164:09:02","Exp60","WW_R3","Sorghum","Exp60_267_IS30207","Exp60_267_IS30207",3
"507","164:10:01","164:10:01","Exp60","WW_R3","Sorghum","Exp60_46_IS4821","Exp60_46_IS4821",3
"508","164:10:02","164:10:02","Exp60","WW_R3","Sorghum","Exp60_243_IS27490","Exp60_243_IS27490",3
"509","164:11:01","164:11:01","Exp60","WW_R3","Sorghum","Exp60_30_IS3507","Exp60_30_IS3507",3
"510","164:11:02","164:11:02","Exp60","WW_R3","Sorghum","Exp60_279_IS31179","Exp60_279_IS31179",3
"511","164:12:01","164:12:01","Exp60","WW_R3","Sorghum","Exp60_260_IS29691","Exp60_260_IS29691",3
"512","164:12:02","164:12:02","Exp60","WW_R3","Sorghum","Exp60_320_SSM379","Exp60_320_SSM379",3
"513","164:01:01","164:01:01","Exp60","WW_R3","Sorghum","Exp60_128_IS16173","Exp60_128_IS16173",3
"514","164:01:02","164:01:02","Exp60","WW_R3","Sorghum","Exp60_280_IS31195","Exp60_280_IS31195",3
"515","164:02:01","164:02:01","Exp60","WW_R3","Sorghum","Exp60_7_IS1398","Exp60_7_IS1398",3
"516","164:02:02","164:02:02","Exp60","WW_R3","Sorghum","Exp60_157_IS20205","Exp60_157_IS20205",3
"517","164:03:01","164:03:01","Exp60","WW_R3","Sorghum","Exp60_184_IS21991","Exp60_184_IS21991",3
"518","164:03:02","164:03:02","Exp60","WW_R3","Sorghum","Exp60_194_IS22334","Exp60_194_IS22334",3
"519","164:04:01","164:04:01","Exp60","WW_R3","Sorghum","Exp60_312_SSM1592","Exp60_312_SSM1592",3
"520","164:04:02","164:04:02","Exp60","WW_R3","Sorghum","Exp60_181_IS21691","Exp60_181_IS21691",3
"521","164:05:01","164:05:01","Exp60","WW_R3","Sorghum","Exp60_268_IS30405","Exp60_268_IS30405",3
"522","164:05:02","164:05:02","Exp60","WW_R3","Sorghum","Exp60_120_IS15428","Exp60_120_IS15428",3
"523","164:06:01","164:06:01","Exp60","WW_R3","Sorghum","Exp60_66_IS8283","Exp60_66_IS8283",3
"524","164:06:02","164:06:02","Exp60","WW_R3","Sorghum","Exp60_87_IS10978","Exp60_87_IS10978",3
"525","164:07:01","164:07:01","Exp60","WW_R3","Sorghum","Exp60_200_IS22996","Exp60_200_IS22996",3
"526","164:07:02","164:07:02","Exp60","WW_R3","Sorghum","Exp60_26_IS3073","Exp60_26_IS3073",3
"527","164:08:01","164:08:01","Exp60","WW_R3","Sorghum","Exp60_273_IS30451","Exp60_273_IS30451",3
"528","164:08:02","164:08:02","Exp60","WW_R3","Sorghum","Exp60_140_IS18876","Exp60_140_IS18876",3
"529","164:09:01","164:09:01","Exp60","WW_R3","Sorghum","Exp60_284_IS31559","Exp60_284_IS31559",3
"530","165:10:01","165:10:01","Exp60","WW_R3","Sorghum","Exp60_266_IS30175","Exp60_266_IS30175",3
"531","165:10:02","165:10:02","Exp60","WW_R3","Sorghum","Exp60_201_IS23048","Exp60_201_IS23048",3
"532","165:11:01","165:11:01","Exp60","WW_R3","Sorghum","Exp60_198_IS22909","Exp60_198_IS22909",3
"533","165:11:02","165:11:02","Exp60","WW_R3","Sorghum","Exp60_213_IS23777","Exp60_213_IS23777",3
"534","165:12:01","165:12:01","Exp60","WW_R3","Sorghum","Exp60_301_IS36633","Exp60_301_IS36633",3
"535","165:12:02","165:12:02","Exp60","WW_R3","Sorghum","Exp60_135_IS18800","Exp60_135_IS18800",3
"536","165:01:01","165:01:01","Exp60","WW_R3","Sorghum","Exp60_219_IS24083","Exp60_219_IS24083",3
"537","165:01:02","165:01:02","Exp60","WW_R3","Sorghum","Exp60_47_IS4963","Exp60_47_IS4963",3
"538","165:02:01","165:02:01","Exp60","WW_R3","Sorghum","Exp60_240_IS27146","Exp60_240_IS27146",3
"539","165:02:02","165:02:02","Exp60","WW_R3","Sorghum","Exp60_158_IS20351","Exp60_158_IS20351",3
"540","165:03:01","165:03:01","Exp60","WW_R3","Sorghum","Exp60_116_IS14571","Exp60_116_IS14571",3
"541","165:03:02","165:03:02","Exp60","WW_R3","Sorghum","Exp60_276_IS30748","Exp60_276_IS30748",3
"542","165:04:01","165:04:01","Exp60","WW_R3","Sorghum","Exp60_203_IS23100","Exp60_203_IS23100",3
"543","165:04:02","165:04:02","Exp60","WW_R3","Sorghum","Exp60_295_IS33173","Exp60_295_IS33173",3
"544","165:05:01","165:05:01","Exp60","WW_R3","Sorghum","Exp60_111_IS14414","Exp60_111_IS14414",3
"545","165:05:02","165:05:02","Exp60","WW_R3","Sorghum","Exp60_296_IS33178","Exp60_296_IS33178",3
"546","165:06:01","165:06:01","Exp60","WW_R3","Sorghum","Exp60_149_IS19455","Exp60_149_IS19455",3
"547","165:06:02","165:06:02","Exp60","WW_R3","Sorghum","Exp60_238_IS26815","Exp60_238_IS26815",3
"548","165:07:01","165:07:01","Exp60","WW_R3","Sorghum","Exp60_91_IS11758","Exp60_91_IS11758",3
"549","165:07:02","165:07:02","Exp60","WW_R3","Sorghum","Exp60_65_IS8218","Exp60_65_IS8218",3
"550","165:08:01","165:08:01","Exp60","WW_R3","Sorghum","Exp60_316_SSM249","Exp60_316_SSM249",3
"551","165:08:02","165:08:02","Exp60","WW_R3","Sorghum","Exp60_281_IS31202","Exp60_281_IS31202",3
"552","165:09:01","165:09:01","Exp60","WW_R3","Sorghum","Exp60_172_IS20763","Exp60_172_IS20763",3
"553","165:09:02","165:09:02","Exp60","WW_R3","Sorghum","Exp60_71_IS9168","Exp60_71_IS9168",3
"554","166:10:01","166:10:01","Exp60","WW_R3","Sorghum","Exp60_63_IS7861","Exp60_63_IS7861",3
"555","166:10:02","166:10:02","Exp60","WW_R3","Sorghum","Exp60_224_IS24913","Exp60_224_IS24913",3
"556","166:11:01","166:11:01","Exp60","WW_R3","Sorghum","Exp60_41_IS4035","Exp60_41_IS4035",3
"557","166:11:02","166:11:02","Exp60","WW_R3","Sorghum","Exp60_49_IS5622","Exp60_49_IS5622",3
"558","166:12:01","166:12:01","Exp60","WW_R3","Sorghum","Exp60_28_IS3147","Exp60_28_IS3147",3
"559","166:12:02","166:12:02","Exp60","WW_R3","Sorghum","Exp60_114_IS14478","Exp60_114_IS14478",3
"560","166:01:01","166:01:01","Exp60","WW_R3","Sorghum","Exp60_102_IS13989","Exp60_102_IS13989",3
"561","166:01:02","166:01:02","Exp60","WW_R3","Sorghum","Exp60_270_IS30436","Exp60_270_IS30436",3
"562","166:02:01","166:02:01","Exp60","WW_R3","Sorghum","Exp60_1_IS13","Exp60_1_IS13",3
"563","166:02:02","166:02:02","Exp60","WW_R3","Sorghum","Exp60_216_IS23988","Exp60_216_IS23988",3
"564","166:03:01","166:03:01","Exp60","WW_R3","Sorghum","Exp60_147_IS19132","Exp60_147_IS19132",3
"565","166:03:02","166:03:02","Exp60","WW_R3","Sorghum","Exp60_37_IS3905","Exp60_37_IS3905",3
"566","166:04:01","166:04:01","Exp60","WW_R3","Sorghum","Exp60_69_IS8685","Exp60_69_IS8685",3
"567","166:04:02","166:04:02","Exp60","WW_R3","Sorghum","Exp60_246_IS27791","Exp60_246_IS27791",3
"568","166:05:01","166:05:01","Exp60","WW_R3","Sorghum","Exp60_31_IS3511","Exp60_31_IS3511",3
"569","166:05:02","166:05:02","Exp60","WW_R3","Sorghum","Exp60_81_IS10234","Exp60_81_IS10234",3
"570","166:06:01","166:06:01","Exp60","WW_R3","Sorghum","Exp60_129_IS16186","Exp60_129_IS16186",3
"571","166:06:02","166:06:02","Exp60","WW_R3","Sorghum","Exp60_207_IS23254","Exp60_207_IS23254",3
"572","166:07:01","166:07:01","Exp60","WW_R3","Sorghum","Exp60_223_IS24786","Exp60_223_IS24786",3
"573","166:07:02","166:07:02","Exp60","WW_R3","Sorghum","Exp60_190_IS22291","Exp60_190_IS22291",3
"574","166:08:01","166:08:01","Exp60","WW_R3","Sorghum","Exp60_73_IS9468","Exp60_73_IS9468",3
"575","166:08:02","166:08:02","Exp60","WW_R3","Sorghum","Exp60_18_IS2730","Exp60_18_IS2730",3
"576","166:09:01","166:09:01","Exp60","WW_R3","Sorghum","Exp60_113_IS14449","Exp60_113_IS14449",3
"577","166:09:02","166:09:02","Exp60","WW_R3","Sorghum","Exp60_8_IS2156","Exp60_8_IS2156",3
"578","167:10:01","167:10:01","Exp60","WW_R4","Sorghum","Exp60_133_IS18551","Exp60_133_IS18551",4
"579","167:10:02","167:10:02","Exp60","WW_R4","Sorghum","Exp60_220_IS24481","Exp60_220_IS24481",4
"580","167:11:01","167:11:01","Exp60","WW_R4","Sorghum","Exp60_89_IS11119","Exp60_89_IS11119",4
"581","167:11:02","167:11:02","Exp60","WW_R4","Sorghum","Exp60_309_SSM1267","Exp60_309_SSM1267",4
"582","167:12:01","167:12:01","Exp60","WW_R4","Sorghum","Exp60_100_IS13845","Exp60_100_IS13845",4
"583","167:12:02","167:12:02","Exp60","WW_R4","Sorghum","Exp60_80_IS9911","Exp60_80_IS9911",4
"584","167:01:01","167:01:01","Exp60","WW_R4","Sorghum","Exp60_249_IS28991","Exp60_249_IS28991",4
"585","167:01:02","167:01:02","Exp60","WW_R4","Sorghum","Exp60_114_IS14478","Exp60_114_IS14478",4
"586","167:02:01","167:02:01","Exp60","WW_R4","Sorghum","Exp60_145_IS19041","Exp60_145_IS19041",4
"587","167:02:02","167:02:02","Exp60","WW_R4","Sorghum","Exp60_259_IS29638","Exp60_259_IS29638",4
"588","167:03:01","167:03:01","Exp60","WW_R4","Sorghum","Exp60_176_IS21124","Exp60_176_IS21124",4
"589","167:03:02","167:03:02","Exp60","WW_R4","Sorghum","Exp60_106_IS14276","Exp60_106_IS14276",4
"590","167:04:01","167:04:01","Exp60","WW_R4","Sorghum","Exp60_180_IS21519","Exp60_180_IS21519",4
"591","167:04:02","167:04:02","Exp60","WW_R4","Sorghum","Exp60_67_IS8347","Exp60_67_IS8347",4
"592","167:05:01","167:05:01","Exp60","WW_R4","Sorghum","Exp60_197_IS22632","Exp60_197_IS22632",4
"593","167:05:02","167:05:02","Exp60","WW_R4","Sorghum","Exp60_113_IS14449","Exp60_113_IS14449",4
"594","167:06:01","167:06:01","Exp60","WW_R4","Sorghum","Exp60_31_IS3511","Exp60_31_IS3511",4
"595","167:06:02","167:06:02","Exp60","WW_R4","Sorghum","Exp60_148_IS19418","Exp60_148_IS19418",4
"596","167:07:01","167:07:01","Exp60","WW_R4","Sorghum","Exp60_239_IS26833","Exp60_239_IS26833",4
"597","167:07:02","167:07:02","Exp60","WW_R4","Sorghum","Exp60_191_IS22294","Exp60_191_IS22294",4
"598","167:08:01","167:08:01","Exp60","WW_R4","Sorghum","Exp60_213_IS23777","Exp60_213_IS23777",4
"599","167:08:02","167:08:02","Exp60","WW_R4","Sorghum","Exp60_20_IS2807","Exp60_20_IS2807",4
"600","167:09:01","167:09:01","Exp60","WW_R4","Sorghum","Exp60_261_IS29870","Exp60_261_IS29870",4
"601","167:09:02","167:09:02","Exp60","WW_R4","Sorghum","Exp60_46_IS4821","Exp60_46_IS4821",4
"602","168:10:01","168:10:01","Exp60","WW_R4","Sorghum","Exp60_233_IS25733","Exp60_233_IS25733",4
"603","168:10:02","168:10:02","Exp60","WW_R4","Sorghum","Exp60_59_IS6745","Exp60_59_IS6745",4
"604","168:11:01","168:11:01","Exp60","WW_R4","Sorghum","Exp60_54_IS6154","Exp60_54_IS6154",4
"605","168:11:02","168:11:02","Exp60","WW_R4","Sorghum","Exp60_252_IS29375","Exp60_252_IS29375",4
"606","168:12:01","168:12:01","Exp60","WW_R4","Sorghum","Exp60_85_IS10897","Exp60_85_IS10897",4
"607","168:12:02","168:12:02","Exp60","WW_R4","Sorghum","Exp60_18_IS2730","Exp60_18_IS2730",4
"608","168:01:01","168:01:01","Exp60","WW_R4","Sorghum","Exp60_64_IS7889","Exp60_64_IS7889",4
"609","168:01:02","168:01:02","Exp60","WW_R4","Sorghum","Exp60_299_IS33353","Exp60_299_IS33353",4
"610","168:02:01","168:02:01","Exp60","WW_R4","Sorghum","Exp60_121_IS15443","Exp60_121_IS15443",4
"611","168:02:02","168:02:02","Exp60","WW_R4","Sorghum","Exp60_159_IS20387","Exp60_159_IS20387",4
"612","168:03:01","168:03:01","Exp60","WW_R4","Sorghum","Exp60_16_IS2430","Exp60_16_IS2430",4
"613","168:03:02","168:03:02","Exp60","WW_R4","Sorghum","Exp60_296_IS33178","Exp60_296_IS33178",4
"614","168:04:01","168:04:01","Exp60","WW_R4","Sorghum","Exp60_86_IS10971","Exp60_86_IS10971",4
"615","168:04:02","168:04:02","Exp60","WW_R4","Sorghum","Exp60_267_IS30207","Exp60_267_IS30207",4
"616","168:05:01","168:05:01","Exp60","WW_R4","Sorghum","Exp60_276_IS30748","Exp60_276_IS30748",4
"617","168:05:02","168:05:02","Exp60","WW_R4","Sorghum","Exp60_119_IS14963","Exp60_119_IS14963",4
"618","168:06:01","168:06:01","Exp60","WW_R4","Sorghum","Exp60_278_IS31123","Exp60_278_IS31123",4
"619","168:06:02","168:06:02","Exp60","WW_R4","Sorghum","Exp60_158_IS20351","Exp60_158_IS20351",4
"620","168:07:01","168:07:01","Exp60","WW_R4","Sorghum","Exp60_30_IS3507","Exp60_30_IS3507",4
"621","168:07:02","168:07:02","Exp60","WW_R4","Sorghum","Exp60_47_IS4963","Exp60_47_IS4963",4
"622","168:08:01","168:08:01","Exp60","WW_R4","Sorghum","Exp60_163_IS20700","Exp60_163_IS20700",4
"623","168:08:02","168:08:02","Exp60","WW_R4","Sorghum","Exp60_236_IS26110","Exp60_236_IS26110",4
"624","168:09:01","168:09:01","Exp60","WW_R4","Sorghum","Exp60_142_IS18919","Exp60_142_IS18919",4
"625","168:09:02","168:09:02","Exp60","WW_R4","Sorghum","Exp60_318_SSM276","Exp60_318_SSM276",4
"626","169:10:01","169:10:01","Exp60","WW_R4","Sorghum","Exp60_40_IS4027","Exp60_40_IS4027",4
"627","169:10:02","169:10:02","Exp60","WW_R4","Sorghum","Exp60_120_IS15428","Exp60_120_IS15428",4
"628","169:11:01","169:11:01","Exp60","WW_R4","Sorghum","Exp60_193_IS22330","Exp60_193_IS22330",4
"629","169:11:02","169:11:02","Exp60","WW_R4","Sorghum","Exp60_209_IS23601","Exp60_209_IS23601",4
"630","169:12:01","169:12:01","Exp60","WW_R4","Sorghum","Exp60_264_IS29911","Exp60_264_IS29911",4
"631","169:12:02","169:12:02","Exp60","WW_R4","Sorghum","Exp60_190_IS22291","Exp60_190_IS22291",4
"632","169:01:01","169:01:01","Exp60","WW_R4","Sorghum","Exp60_73_IS9468","Exp60_73_IS9468",4
"633","169:01:02","169:01:02","Exp60","WW_R4","Sorghum","Exp60_84_IS10882","Exp60_84_IS10882",4
"634","169:02:01","169:02:01","Exp60","WW_R4","Sorghum","Exp60_116_IS14571","Exp60_116_IS14571",4
"635","169:02:02","169:02:02","Exp60","WW_R4","Sorghum","Exp60_143_IS18922","Exp60_143_IS18922",4
"636","169:03:01","169:03:01","Exp60","WW_R4","Sorghum","Exp60_111_IS14414","Exp60_111_IS14414",4
"637","169:03:02","169:03:02","Exp60","WW_R4","Sorghum","Exp60_146_IS19053","Exp60_146_IS19053",4
"638","169:04:01","169:04:01","Exp60","WW_R4","Sorghum","Exp60_192_IS22325","Exp60_192_IS22325",4
"639","169:04:02","169:04:02","Exp60","WW_R4","Sorghum","Exp60_231_IS25596","Exp60_231_IS25596",4
"640","169:05:01","169:05:01","Exp60","WW_R4","Sorghum","Exp60_29_IS3443","Exp60_29_IS3443",4
"641","169:05:02","169:05:02","Exp60","WW_R4","Sorghum","Exp60_95_IS12804","Exp60_95_IS12804",4
"642","169:06:01","169:06:01","Exp60","WW_R4","Sorghum","Exp60_43_CSV22","Exp60_43_CSV22",4
"643","169:06:02","169:06:02","Exp60","WW_R4","Sorghum","Exp60_289_IS32087","Exp60_289_IS32087",4
"644","169:07:01","169:07:01","Exp60","WW_R4","Sorghum","Exp60_171_IS20762","Exp60_171_IS20762",4
"645","169:07:02","169:07:02","Exp60","WW_R4","Sorghum","Exp60_247_IS27855","Exp60_247_IS27855",4
"646","169:08:01","169:08:01","Exp60","WW_R4","Sorghum","Exp60_83_IS10876","Exp60_83_IS10876",4
"647","169:08:02","169:08:02","Exp60","WW_R4","Sorghum","Exp60_69_IS8685","Exp60_69_IS8685",4
"648","169:09:01","169:09:01","Exp60","WW_R4","Sorghum","Exp60_195_IS22506","Exp60_195_IS22506",4
"649","169:09:02","169:09:02","Exp60","WW_R4","Sorghum","Exp60_151_IS19685","Exp60_151_IS19685",4
"650","170:10:01","170:10:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"651","170:10:02","170:10:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"652","170:11:01","170:11:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"653","170:11:02","170:11:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"654","170:12:01","170:12:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"655","170:12:02","170:12:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"656","170:01:01","170:01:01","Exp60","WW_R4","Sorghum","Exp60_179_IS21425","Exp60_179_IS21425",4
"657","170:01:02","170:01:02","Exp60","WW_R4","Sorghum","Exp60_169_IS20743","Exp60_169_IS20743",4
"658","170:02:01","170:02:01","Exp60","WW_R4","Sorghum","Exp60_38_IS3957","Exp60_38_IS3957",4
"659","170:02:02","170:02:02","Exp60","WW_R4","Sorghum","Exp60_268_IS30405","Exp60_268_IS30405",4
"660","170:03:01","170:03:01","Exp60","WW_R4","Sorghum","Exp60_273_IS30451","Exp60_273_IS30451",4
"661","170:03:02","170:03:02","Exp60","WW_R4","Sorghum","Exp60_58_IS6718","Exp60_58_IS6718",4
"662","170:04:01","170:04:01","Exp60","WW_R4","Sorghum","Exp60_295_IS33173","Exp60_295_IS33173",4
"663","170:04:02","170:04:02","Exp60","WW_R4","Sorghum","Exp60_200_IS22996","Exp60_200_IS22996",4
"664","170:05:01","170:05:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"665","170:05:02","170:05:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"666","170:06:01","170:06:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"667","170:06:02","170:06:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"668","170:07:01","170:07:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"669","170:07:02","170:07:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"670","170:08:01","170:08:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"671","170:08:02","170:08:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"672","170:09:01","170:09:01","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"673","170:09:02","170:09:02","Exp60","WW_R4","Sorghum","Exp60_1001_Empty","Exp60_1001_Empty",4
"674","27:10:01","27:10:01","Exp60","WW_R1","Sorghum","Exp60_300_IS33423","Exp60_300_IS33423",1
"675","27:10:02","27:10:02","Exp60","WW_R1","Sorghum","Exp60_123_IS15478","Exp60_123_IS15478",1
"676","27:11:01","27:11:01","Exp60","WW_R1","Sorghum","Exp60_167_IS20724","Exp60_167_IS20724",1
"677","27:11:02","27:11:02","Exp60","WW_R1","Sorghum","Exp60_191_IS22294","Exp60_191_IS22294",1
"678","27:12:01","27:12:01","Exp60","WW_R1","Sorghum","Exp60_62_IS7277","Exp60_62_IS7277",1
"679","27:12:02","27:12:02","Exp60","WW_R1","Sorghum","Exp60_203_IS23100","Exp60_203_IS23100",1
"680","27:01:01","27:01:01","Exp60","WW_R1","Sorghum","Exp60_133_IS18551","Exp60_133_IS18551",1
"681","27:01:02","27:01:02","Exp60","WW_R1","Sorghum","Exp60_67_IS8347","Exp60_67_IS8347",1
"682","27:02:01","27:02:01","Exp60","WW_R1","Sorghum","Exp60_238_IS26815","Exp60_238_IS26815",1
"683","27:02:02","27:02:02","Exp60","WW_R1","Sorghum","Exp60_154_IS20016","Exp60_154_IS20016",1
"684","27:03:01","27:03:01","Exp60","WW_R1","Sorghum","Exp60_289_IS32087","Exp60_289_IS32087",1
"685","27:03:02","27:03:02","Exp60","WW_R1","Sorghum","Exp60_266_IS30175","Exp60_266_IS30175",1
"686","27:04:01","27:04:01","Exp60","WW_R1","Sorghum","Exp60_172_IS20763","Exp60_172_IS20763",1
"687","27:04:02","27:04:02","Exp60","WW_R1","Sorghum","Exp60_246_IS27791","Exp60_246_IS27791",1
"688","27:05:01","27:05:01","Exp60","WW_R1","Sorghum","Exp60_51_IS5867","Exp60_51_IS5867",1
"689","27:05:02","27:05:02","Exp60","WW_R1","Sorghum","Exp60_270_IS30436","Exp60_270_IS30436",1
"690","27:06:01","27:06:01","Exp60","WW_R1","Sorghum","Exp60_22_IS2834","Exp60_22_IS2834",1
"691","27:06:02","27:06:02","Exp60","WW_R1","Sorghum","Exp60_185_IS22040","Exp60_185_IS22040",1
"692","27:07:01","27:07:01","Exp60","WW_R1","Sorghum","Exp60_132_IS17593","Exp60_132_IS17593",1
"693","27:07:02","27:07:02","Exp60","WW_R1","Sorghum","Exp60_2_IS35","Exp60_2_IS35",1
"694","27:08:01","27:08:01","Exp60","WW_R1","Sorghum","Exp60_291_IS32234","Exp60_291_IS32234",1
"695","27:08:02","27:08:02","Exp60","WW_R1","Sorghum","Exp60_48_IS5106","Exp60_48_IS5106",1
"696","27:09:01","27:09:01","Exp60","WW_R1","Sorghum","Exp60_148_IS19418","Exp60_148_IS19418",1
"697","27:09:02","27:09:02","Exp60","WW_R1","Sorghum","Exp60_163_IS20700","Exp60_163_IS20700",1
"698","28:10:01","28:10:01","Exp60","WW_R1","Sorghum","Exp60_114_IS14478","Exp60_114_IS14478",1
"699","28:10:02","28:10:02","Exp60","WW_R1","Sorghum","Exp60_318_SSM276","Exp60_318_SSM276",1
"700","28:11:01","28:11:01","Exp60","WW_R1","Sorghum","Exp60_188_IS22282","Exp60_188_IS22282",1
"701","28:11:02","28:11:02","Exp60","WW_R1","Sorghum","Exp60_259_IS29638","Exp60_259_IS29638",1
"702","28:12:01","28:12:01","Exp60","WW_R1","Sorghum","Exp60_279_IS31179","Exp60_279_IS31179",1
"703","28:12:02","28:12:02","Exp60","WW_R1","Sorghum","Exp60_127_IS16125","Exp60_127_IS16125",1
"704","28:01:01","28:01:01","Exp60","WW_R1","Sorghum","Exp60_21_IS2814","Exp60_21_IS2814",1
"705","28:01:02","28:01:02","Exp60","WW_R1","Sorghum","Exp60_128_IS16173","Exp60_128_IS16173",1
"706","28:02:01","28:02:01","Exp60","WW_R1","Sorghum","Exp60_64_IS7889","Exp60_64_IS7889",1
"707","28:02:02","28:02:02","Exp60","WW_R1","Sorghum","Exp60_273_IS30451","Exp60_273_IS30451",1
"708","28:03:01","28:03:01","Exp60","WW_R1","Sorghum","Exp60_180_IS21519","Exp60_180_IS21519",1
"709","28:03:02","28:03:02","Exp60","WW_R1","Sorghum","Exp60_298_IS33261","Exp60_298_IS33261",1
"710","28:04:01","28:04:01","Exp60","WW_R1","Sorghum","Exp60_52_IS5910","Exp60_52_IS5910",1
"711","28:04:02","28:04:02","Exp60","WW_R1","Sorghum","Exp60_104_IS14216","Exp60_104_IS14216",1
"712","28:05:01","28:05:01","Exp60","WW_R1","Sorghum","Exp60_74_IS9527","Exp60_74_IS9527",1
