"","Date","TS","Temp","RH","VPD","SR","WS"
"75",2023-10-01,"18:30:00",30.21,72,NA,26.8,3.035
"76",2023-10-01,"18:45:00",29.73,74,NA,20.1,1.542
"77",2023-10-01,"19:00:00",29.53,74,NA,6.702,1.47
"78",2023-10-01,"19:15:00",29.26,75,NA,0,0.996
"79",2023-10-01,"19:30:00",29.14,76,NA,0,0
"80",2023-10-01,"19:45:00",29,77,NA,0,1.018
"81",2023-10-01,"20:00:00",28.84,77,NA,0,0.1
"82",2023-10-01,"20:15:00",28.59,78,NA,0,1.111
"83",2023-10-01,"20:30:00",28.37,79,NA,0,1.575
"84",2023-10-01,"20:45:00",28.17,79,NA,0,2.755
"85",2023-10-01,"21:00:00",28.01,80,NA,0,1.547
"86",2023-10-01,"21:15:00",27.86,81,NA,0,1.901
"87",2023-10-01,"21:30:00",27.79,81,NA,0,1.207
"88",2023-10-01,"21:45:00",27.76,81,NA,0,0.077
"89",2023-10-01,"22:00:00",27.74,81,NA,0,0
"90",2023-10-01,"22:15:00",27.58,81,NA,0,1.855
"91",2023-10-01,"22:30:00",27.3,83,NA,0,2.311
"92",2023-10-01,"22:45:00",27.07,84,NA,0,1.903
"93",2023-10-01,"23:00:00",27.01,84,NA,0,1.695
"94",2023-10-01,"23:15:00",26.93,84,NA,0,0.916
"95",2023-10-01,"23:30:00",26.91,85,NA,0,0.578
"96",2023-10-01,"23:45:00",26.83,85,NA,0,0.219
"97",2023-10-02,"00:00:00",26.83,85,NA,0,0.67
"98",2023-10-02,"00:15:00",26.79,85,NA,0,0
"99",2023-10-02,"00:30:00",26.84,85,NA,0,0
"100",2023-10-02,"00:45:00",26.76,85,NA,0,0.005
"101",2023-10-02,"01:00:00",26.64,86,NA,0,0.242
"102",2023-10-02,"01:15:00",26.54,85,NA,0,0
"103",2023-10-02,"01:30:00",26.4,85,NA,0,0.928
"104",2023-10-02,"01:45:00",26.16,86,NA,0,1.067
"105",2023-10-02,"02:00:00",26.06,86,NA,0,0.645
"106",2023-10-02,"02:15:00",25.99,87,NA,0,0.002
"107",2023-10-02,"02:30:00",26.09,86,NA,0,0.234
"108",2023-10-02,"02:45:00",26.1,85,NA,0,0.433
"109",2023-10-02,"03:00:00",25.91,85,NA,0,0.364
"110",2023-10-02,"03:15:00",25.79,86,NA,0,0
"111",2023-10-02,"03:30:00",25.76,86,NA,0,0
"112",2023-10-02,"03:45:00",25.8,86,NA,0,0.008
"113",2023-10-02,"04:00:00",25.76,86,NA,0,0
"114",2023-10-02,"04:15:00",25.82,86,NA,0,0
"115",2023-10-02,"04:30:00",25.75,86,NA,0,0
"116",2023-10-02,"04:45:00",25.57,87,NA,0,0
"117",2023-10-02,"05:00:00",25.55,87,NA,0,0.054
"118",2023-10-02,"05:15:00",25.41,88,NA,0,0
"119",2023-10-02,"05:30:00",25.36,88,NA,0,0
"120",2023-10-02,"05:45:00",25.28,88,NA,0,0
"121",2023-10-02,"06:00:00",25.12,89,NA,0,0
"122",2023-10-02,"06:15:00",25.05,89,NA,0,0
"123",2023-10-02,"06:30:00",25.03,89,NA,0,0
"124",2023-10-02,"06:45:00",24.93,90,NA,0,0
"125",2023-10-02,"07:00:00",24.93,89,NA,0,0
"126",2023-10-02,"07:15:00",24.73,90,NA,0,0.327
"127",2023-10-02,"07:30:00",24.68,91,NA,0,0.038
"128",2023-10-02,"07:45:00",24.78,91,NA,13.41,0.002
"129",2023-10-02,"08:00:00",24.94,91,NA,20.12,0
"130",2023-10-02,"08:15:00",25.26,91,NA,50.86,0
"131",2023-10-02,"08:30:00",25.65,90,NA,55.66,0.546
"132",2023-10-02,"08:45:00",26.16,90,NA,84,0.428
"133",2023-10-02,"09:00:00",26.33,88,NA,114.4,0.403
"134",2023-10-02,"09:15:00",26.69,86,NA,114.3,0.717
"135",2023-10-02,"09:30:00",26.98,85,NA,74.85,0.402
"136",2023-10-02,"09:45:00",27.25,84,NA,83,0.929
"137",2023-10-02,"10:00:00",27.6,83,NA,106.6,0.567
"138",2023-10-02,"10:15:00",27.95,83,NA,104.8,0.715
"139",2023-10-02,"10:30:00",28.43,81,NA,100.5,2.115
"140",2023-10-02,"10:45:00",28.54,80,NA,69.49,0.737
"141",2023-10-02,"11:00:00",28.33,80,NA,67.03,1.63
"142",2023-10-02,"11:15:00",28.18,80,NA,73.4,0.446
"143",2023-10-02,"11:30:00",28.27,81,NA,128.4,0.849
"144",2023-10-02,"11:45:00",28.82,80,NA,107.8,0.774
"145",2023-10-02,"12:00:00",28.96,78,NA,121.6,2.011
"146",2023-10-02,"12:15:00",29.5,78,NA,171.5,0.725
"147",2023-10-02,"12:30:00",29.81,75,NA,163.7,0.799
"148",2023-10-02,"12:45:00",30.27,74,NA,160.9,2.751
"149",2023-10-02,"13:00:00",30.77,74,NA,201.1,0.591
"150",2023-10-02,"13:15:00",31.38,72,NA,188.8,1.96
"151",2023-10-02,"13:30:00",31.64,71,NA,174.2,0.913
"152",2023-10-02,"13:45:00",31.8,70,NA,180.9,0.221
"153",2023-10-02,"14:00:00",32.13,69,NA,201,1.643
"154",2023-10-02,"14:15:00",32.51,68,NA,211.2,0
"155",2023-10-02,"14:30:00",33.04,67,NA,190.9,0
"156",2023-10-02,"14:45:00",32.89,66,NA,217.9,0
"157",2023-10-02,"15:00:00",33.39,64,NA,214.5,0.488
"158",2023-10-02,"15:15:00",33.41,64,NA,163.8,0.188
"159",2023-10-02,"15:30:00",33.11,65,NA,113.9,0
"160",2023-10-02,"15:45:00",33.05,65,NA,187.5,0.002
"161",2023-10-02,"16:00:00",33.29,65,NA,122.3,0.051
"162",2023-10-02,"16:15:00",32.73,61,NA,93.8,0.176
"163",2023-10-02,"16:30:00",32.25,63,NA,86.9,0
"164",2023-10-02,"16:45:00",31.95,63,NA,87.1,0
"165",2023-10-02,"17:00:00",31.74,63,NA,80.4,0.007
"166",2023-10-02,"17:15:00",31.63,65,NA,73.71,0
"167",2023-10-02,"17:30:00",31.47,65,NA,67.01,0
"168",2023-10-02,"17:45:00",31.33,67,NA,80.4,0
"169",2023-10-02,"18:00:00",31.38,67,NA,46.91,0
"170",2023-10-02,"18:15:00",31,69,NA,40.21,0.002
"171",2023-10-02,"18:30:00",30.57,69,NA,20.44,0
"172",2023-10-02,"18:45:00",30.1,70,NA,13.4,0
"173",2023-10-02,"19:00:00",29.8,71,NA,6.702,0
"174",2023-10-02,"19:15:00",29.5,73,NA,0,0
"175",2023-10-02,"19:30:00",29.26,74,NA,0,0
"176",2023-10-02,"19:45:00",28.83,76,NA,0,0
"177",2023-10-02,"20:00:00",28.5,78,NA,0,0
"178",2023-10-02,"20:15:00",28.33,81,NA,0,0
"179",2023-10-02,"20:30:00",27.98,81,NA,0,0
"180",2023-10-02,"20:45:00",27.75,81,NA,0,0
"181",2023-10-02,"21:00:00",27.51,83,NA,0,0
"182",2023-10-02,"21:15:00",27.42,83,NA,0,0
"183",2023-10-02,"21:30:00",27.32,84,NA,0,0
"184",2023-10-02,"21:45:00",27.26,85,NA,0,0
"185",2023-10-02,"22:00:00",27.23,85,NA,0,0
"186",2023-10-02,"22:15:00",27.25,86,NA,0,0
"187",2023-10-02,"22:30:00",27.14,86,NA,0,0
"188",2023-10-02,"22:45:00",27.17,87,NA,0,0
"189",2023-10-02,"23:00:00",27.25,88,NA,0,0
"190",2023-10-02,"23:15:00",27.1,88,NA,0,0
"191",2023-10-02,"23:30:00",27.03,88,NA,0,0
"192",2023-10-02,"23:45:00",26.95,88,NA,0,0
"193",2023-10-03,"00:00:00",26.91,89,NA,0,0
"194",2023-10-03,"00:15:00",26.83,89,NA,0,0
"195",2023-10-03,"00:30:00",26.68,89,NA,0,0
"196",2023-10-03,"00:45:00",26.5,89,NA,0,0
"197",2023-10-03,"01:00:00",26.35,90,NA,0,0
"198",2023-10-03,"01:15:00",26.29,90,NA,0,0
"199",2023-10-03,"01:30:00",26.27,90,NA,0,0
"200",2023-10-03,"01:45:00",26.31,90,NA,0,0
"201",2023-10-03,"02:00:00",26.32,90,NA,0,0
"202",2023-10-03,"02:15:00",26.3,90,NA,0,0
"203",2023-10-03,"02:30:00",26.17,90,NA,0,0
"204",2023-10-03,"02:45:00",26.09,90,NA,0,0
"205",2023-10-03,"03:00:00",26.13,90,NA,0,0
"206",2023-10-03,"03:15:00",26.05,90,NA,0,0
"207",2023-10-03,"03:30:00",26.01,90,NA,0,0
"208",2023-10-03,"03:45:00",26.02,91,NA,0,0
"209",2023-10-03,"04:00:00",25.98,91,NA,0,0
"210",2023-10-03,"04:15:00",25.94,91,NA,0,0
"211",2023-10-03,"04:30:00",25.91,91,NA,0,0
"212",2023-10-03,"04:45:00",25.88,91,NA,0,0
"213",2023-10-03,"05:00:00",25.9,91,NA,0,0
"214",2023-10-03,"05:15:00",25.79,91,NA,0,0
"215",2023-10-03,"05:30:00",25.69,91,NA,0,0
"216",2023-10-03,"05:45:00",25.68,91,NA,0,0
"217",2023-10-03,"06:00:00",25.59,91,NA,0,0
"218",2023-10-03,"06:15:00",25.52,91,NA,0,0
"219",2023-10-03,"06:30:00",25.42,91,NA,0,0
"220",2023-10-03,"06:45:00",25.29,91,NA,0,0.136
"221",2023-10-03,"07:00:00",25.2,91,NA,0,0.221
"222",2023-10-03,"07:15:00",25.12,91,NA,0,0
"223",2023-10-03,"07:30:00",25.02,91,NA,0,0
"224",2023-10-03,"07:45:00",25.05,91,NA,6.705,0
"225",2023-10-03,"08:00:00",25.15,92,NA,20.12,0
"226",2023-10-03,"08:15:00",25.33,92,NA,33.53,0
"227",2023-10-03,"08:30:00",25.54,90,NA,44.48,0
"228",2023-10-03,"08:45:00",25.9,90,NA,53.64,0
"229",2023-10-03,"09:00:00",26.23,89,NA,64.82,0
"230",2023-10-03,"09:15:00",26.75,87,NA,77.11,1.818
"231",2023-10-03,"09:30:00",27.09,86,NA,127.4,1.702
"232",2023-10-03,"09:45:00",27.7,83,NA,147.5,2.556
"233",2023-10-03,"10:00:00",28.17,81,NA,167.4,2.385
"234",2023-10-03,"10:15:00",28.65,78,NA,184.7,2.1
"235",2023-10-03,"10:30:00",28.96,77,NA,210.7,2.336
"236",2023-10-03,"10:45:00",29.49,75,NA,219.7,2.873
"237",2023-10-03,"11:00:00",29.94,75,NA,242,0.926
"238",2023-10-03,"11:15:00",30.34,73,NA,258.9,2.334
"239",2023-10-03,"11:30:00",31.03,71,NA,271.9,2.96
"240",2023-10-03,"11:45:00",31.58,69,NA,233.3,3.321
"241",2023-10-03,"12:00:00",32.08,69,NA,286.5,1.251
"242",2023-10-03,"12:15:00",32.48,64,NA,183.4,2.731
"243",2023-10-03,"12:30:00",32.33,65,NA,216.4,1.983
"244",2023-10-03,"12:45:00",32.46,64,NA,249.4,1.619
"245",2023-10-03,"13:00:00",33.07,63,NA,228.1,0.488
"246",2023-10-03,"13:15:00",33.5,64,NA,236.2,2.448
"247",2023-10-03,"13:30:00",33.73,63,NA,403.6,2.465
"248",2023-10-03,"13:45:00",34.54,61,NA,357,2.986
"249",2023-10-03,"14:00:00",35.03,57,NA,251.6,1.251
"250",2023-10-03,"14:15:00",35,58,NA,298.6,0.612
"251",2023-10-03,"14:30:00",34.96,59,NA,227.6,2.476
"252",2023-10-03,"14:45:00",35.17,58,NA,346.1,0.472
"253",2023-10-03,"15:00:00",35.6,58,NA,219.5,0.227
"254",2023-10-03,"15:15:00",35.46,56,NA,176,1.207
"255",2023-10-03,"15:30:00",34.98,58,NA,180.1,1.718
"256",2023-10-03,"15:45:00",35.11,58,NA,254.2,2.179
"257",2023-10-03,"16:00:00",35.45,58,NA,236.4,1.952
"258",2023-10-03,"16:15:00",35.49,56,NA,141,1.708
"259",2023-10-03,"16:30:00",35.18,58,NA,193,2.728
"260",2023-10-03,"16:45:00",35.06,59,NA,178.9,3.226
"261",2023-10-03,"17:00:00",34.77,57,NA,154.1,1.906
"262",2023-10-03,"17:15:00",34.28,60,NA,134,2.453
"263",2023-10-03,"17:30:00",34.16,59,NA,132.1,2.009
"264",2023-10-03,"17:45:00",33.65,60,NA,91.5,2.029
"265",2023-10-03,"18:00:00",33.17,61,NA,67,0.392
"266",2023-10-03,"18:15:00",32.57,61,NA,53.6,1.81
"267",2023-10-03,"18:30:00",32.16,64,NA,37.97,1.46
"268",2023-10-03,"18:45:00",31.82,66,NA,20.1,0.265
"269",2023-10-03,"19:00:00",31.39,67,NA,12.62,0
"270",2023-10-03,"19:15:00",30.95,69,NA,0,0
"271",2023-10-03,"19:30:00",30.58,71,NA,0,0.336
"272",2023-10-03,"19:45:00",30.2,73,NA,0,0
"273",2023-10-03,"20:00:00",29.99,73,NA,0,0
"274",2023-10-03,"20:15:00",29.76,75,NA,0,0
"275",2023-10-03,"20:30:00",29.54,76,NA,0,0
"276",2023-10-03,"20:45:00",29.37,76,NA,0,0
"277",2023-10-03,"21:00:00",29.15,76,NA,0,0
"278",2023-10-03,"21:15:00",29.03,77,NA,0,0
"279",2023-10-03,"21:30:00",28.85,78,NA,0,0
"280",2023-10-03,"21:45:00",28.71,78,NA,0,0
"281",2023-10-03,"22:00:00",28.57,79,NA,0,0
"282",2023-10-03,"22:15:00",28.42,80,NA,0,0
"283",2023-10-03,"22:30:00",28.27,80,NA,0,0
"284",2023-10-03,"22:45:00",28.14,81,NA,0,0
"285",2023-10-03,"23:00:00",27.92,82,NA,0,0
"286",2023-10-03,"23:15:00",27.85,84,NA,0,0
"287",2023-10-03,"23:30:00",27.74,84,NA,0,0
"288",2023-10-03,"23:45:00",27.59,84,NA,0,0
"289",2023-10-04,"00:00:00",27.47,85,NA,0,0
"290",2023-10-04,"00:15:00",27.28,85,NA,0,0
"291",2023-10-04,"00:30:00",27.11,86,NA,0,0
"292",2023-10-04,"00:45:00",27.04,86,NA,0,0
"293",2023-10-04,"01:00:00",27.02,85,NA,0,0
"294",2023-10-04,"01:15:00",26.9,86,NA,0,0
"295",2023-10-04,"01:30:00",26.81,86,NA,0,0
"296",2023-10-04,"01:45:00",26.7,86,NA,0,0
"297",2023-10-04,"02:00:00",26.63,86,NA,0,0
"298",2023-10-04,"02:15:00",26.56,87,NA,0,0
"299",2023-10-04,"02:30:00",26.43,87,NA,0,0
"300",2023-10-04,"02:45:00",26.31,87,NA,0,0
"301",2023-10-04,"03:00:00",26.17,87,NA,0,0
"302",2023-10-04,"03:15:00",26.12,87,NA,0,0
"303",2023-10-04,"03:30:00",26.07,88,NA,0,0
"304",2023-10-04,"03:45:00",26.05,88,NA,0,0
"305",2023-10-04,"04:00:00",25.94,88,NA,0,0
"306",2023-10-04,"04:15:00",25.9,88,NA,0,0
"307",2023-10-04,"04:30:00",25.82,88,NA,0,0
"308",2023-10-04,"04:45:00",25.61,87,NA,0,0
"309",2023-10-04,"05:00:00",25.5,87,NA,0,0
"310",2023-10-04,"05:15:00",25.46,87,NA,0,0
"311",2023-10-04,"05:30:00",25.35,87,NA,0,0
"312",2023-10-04,"05:45:00",25.29,87,NA,0,0
"313",2023-10-04,"06:00:00",25.22,86,NA,0,0
"314",2023-10-04,"06:15:00",25.03,87,NA,0,0
"315",2023-10-04,"06:30:00",24.99,88,NA,0,0
"316",2023-10-04,"06:45:00",24.93,88,NA,0,0
"317",2023-10-04,"07:00:00",24.81,88,NA,0,0
"318",2023-10-04,"07:15:00",24.64,87,NA,0,0
"319",2023-10-04,"07:30:00",24.43,87,NA,0,0
"320",2023-10-04,"07:45:00",24.41,88,NA,6.708,0
"321",2023-10-04,"08:00:00",24.49,88,NA,13.42,0
"322",2023-10-04,"08:15:00",24.63,88,NA,33.54,0
"323",2023-10-04,"08:30:00",25.03,87,NA,40.24,0
"324",2023-10-04,"08:45:00",25.45,87,NA,53.65,0
"325",2023-10-04,"09:00:00",26.01,84,NA,53.64,0
"326",2023-10-04,"09:15:00",26.36,82,NA,89.4,1.176
"327",2023-10-04,"09:30:00",26.95,79,NA,120.7,0.042
"328",2023-10-04,"09:45:00",27.31,78,NA,131.9,1.651
"329",2023-10-04,"10:00:00",27.71,79,NA,159.2,0.99
"330",2023-10-04,"10:15:00",28.52,76,NA,207.8,2.381
"331",2023-10-04,"10:30:00",29.04,74,NA,211.5,0.911
"332",2023-10-04,"10:45:00",29.75,73,NA,226.9,2.466
"333",2023-10-04,"11:00:00",30.38,72,NA,239.5,1.04
"334",2023-10-04,"11:15:00",31,68,NA,247.2,0.58
"335",2023-10-04,"11:30:00",31.5,67,NA,288.2,1.091
"336",2023-10-04,"11:45:00",32.19,64,NA,314.8,0.5
"337",2023-10-04,"12:00:00",33.08,63,NA,334.1,0.289
"338",2023-10-04,"12:15:00",33.92,60,NA,243.5,2.739
"339",2023-10-04,"12:30:00",33.77,57,NA,207.7,1.989
"340",2023-10-04,"12:45:00",33.95,59,NA,280.5,0.002
"341",2023-10-04,"13:00:00",34.27,59,NA,278.7,2.117
"342",2023-10-04,"13:15:00",34.13,56,NA,247.5,2.298
"343",2023-10-04,"13:30:00",34.66,57,NA,326.1,1.026
"344",2023-10-04,"13:45:00",35.19,52,NA,334.4,0.742
"345",2023-10-04,"14:00:00",35.98,52,NA,345.9,1.019
"346",2023-10-04,"14:15:00",36.59,49,NA,355.1,2.648
"347",2023-10-04,"14:30:00",36.19,48,NA,150.6,2.559
"348",2023-10-04,"14:45:00",35.51,50,NA,253.3,1.815
"349",2023-10-04,"15:00:00",36.11,50,NA,291.6,2.744
"350",2023-10-04,"15:15:00",36.56,47,NA,252.2,2.976
"351",2023-10-04,"15:30:00",36.29,48,NA,196.9,1.062
"352",2023-10-04,"15:45:00",36.44,47,NA,277.4,0.973
"353",2023-10-04,"16:00:00",36.63,47,NA,238.9,1.305
"354",2023-10-04,"16:15:00",36.72,46,NA,165.1,0
"355",2023-10-04,"16:30:00",36.25,47,NA,201.4,0.952
"356",2023-10-04,"16:45:00",36.34,47,NA,176.7,1.138
"357",2023-10-04,"17:00:00",35.71,48,NA,103.3,1.578
"358",2023-10-04,"17:15:00",35.18,50,NA,127.5,2.122
"359",2023-10-04,"17:30:00",34.75,50,NA,108.2,1.557
"360",2023-10-04,"17:45:00",34.38,51,NA,87.1,1.847
"361",2023-10-04,"18:00:00",33.73,53,NA,61.41,1.132
"362",2023-10-04,"18:15:00",33.12,54,NA,40.76,1.359
"363",2023-10-04,"18:30:00",32.52,57,NA,20.1,0
"364",2023-10-04,"18:45:00",31.91,57,NA,6.701,0
"365",2023-10-04,"19:00:00",31.22,59,NA,6.701,0.085
"366",2023-10-04,"19:15:00",30.81,60,NA,0,0
"367",2023-10-04,"19:30:00",30.49,61,NA,0,0
"368",2023-10-04,"19:45:00",30.17,63,NA,0,0
"369",2023-10-04,"20:00:00",29.92,64,NA,0,0
"370",2023-10-04,"20:15:00",29.66,66,NA,0,0
"371",2023-10-04,"20:30:00",29.43,67,NA,0,0
"372",2023-10-04,"20:45:00",29.25,68,NA,0,0
"373",2023-10-04,"21:00:00",28.94,69,NA,0,0
"374",2023-10-04,"21:15:00",28.71,71,NA,0,0
"375",2023-10-04,"21:30:00",28.36,72,NA,0,0
"376",2023-10-04,"21:45:00",28.19,73,NA,0,0
"377",2023-10-04,"22:00:00",27.95,74,NA,0,0
"378",2023-10-04,"22:15:00",27.92,74,NA,0,0
"379",2023-10-04,"22:30:00",27.76,74,NA,0,0
"380",2023-10-04,"22:45:00",27.58,75,NA,0,0
"381",2023-10-04,"23:00:00",27.46,76,NA,0,0
"382",2023-10-04,"23:15:00",27.25,77,NA,0,0
"383",2023-10-04,"23:30:00",27.05,79,NA,0,0
"384",2023-10-04,"23:45:00",26.97,79,NA,0,0
"385",2023-10-05,"00:00:00",26.85,80,NA,0,0
"386",2023-10-05,"00:15:00",26.73,80,NA,0,0
"387",2023-10-05,"00:30:00",26.48,82,NA,0,0
"388",2023-10-05,"00:45:00",26.45,81,NA,0,0
"389",2023-10-05,"01:00:00",25.99,84,NA,0,0
"390",2023-10-05,"01:15:00",25.87,83,NA,0,0
"391",2023-10-05,"01:30:00",25.96,84,NA,0,0
"392",2023-10-05,"01:45:00",25.79,85,NA,0,0
"393",2023-10-05,"02:00:00",25.57,85,NA,0,0
"394",2023-10-05,"02:15:00",25.57,86,NA,0,0
"395",2023-10-05,"02:30:00",25.42,83,NA,0,0
"396",2023-10-05,"02:45:00",25.38,84,NA,0,0
"397",2023-10-05,"03:00:00",25.35,85,NA,0,0
"398",2023-10-05,"03:15:00",25.13,84,NA,0,0
"399",2023-10-05,"03:30:00",25.08,85,NA,0,0
"400",2023-10-05,"03:45:00",25.12,85,NA,0,0
"401",2023-10-05,"04:00:00",25.02,85,NA,0,0
"402",2023-10-05,"04:15:00",24.87,85,NA,0,0
"403",2023-10-05,"04:30:00",24.83,85,NA,0,0
"404",2023-10-05,"04:45:00",24.78,86,NA,0,0
"405",2023-10-05,"05:00:00",24.73,85,NA,0,0
"406",2023-10-05,"05:15:00",24.51,86,NA,0,0
"407",2023-10-05,"05:30:00",24.46,87,NA,0,0
"408",2023-10-05,"05:45:00",24.38,86,NA,0,0
"409",2023-10-05,"06:00:00",24.2,87,NA,0,0
"410",2023-10-05,"06:15:00",24.2,88,NA,0,0
"411",2023-10-05,"06:30:00",24.18,88,NA,0,0
"412",2023-10-05,"06:45:00",24.1,87,NA,0,0
"413",2023-10-05,"07:00:00",24.09,88,NA,0,0
"414",2023-10-05,"07:15:00",23.9,88,NA,0,0
"415",2023-10-05,"07:30:00",23.82,88,NA,0,0
"416",2023-10-05,"07:45:00",23.77,89,NA,6.709,0
"417",2023-10-05,"08:00:00",23.75,88,NA,13.42,0
"418",2023-10-05,"08:15:00",23.97,88,NA,33.54,0
"419",2023-10-05,"08:30:00",24.21,88,NA,40.25,0
"420",2023-10-05,"08:45:00",24.53,88,NA,54.33,0
"421",2023-10-05,"09:00:00",25.22,87,NA,40.24,0
"422",2023-10-05,"09:15:00",25.62,85,NA,100.6,0
"423",2023-10-05,"09:30:00",26.25,81,NA,134.1,0.294
"424",2023-10-05,"09:45:00",26.83,77,NA,155.3,1.334
"425",2023-10-05,"10:00:00",27.52,73,NA,181,2.608
"426",2023-10-05,"10:15:00",28.25,70,NA,201.1,1.653
"427",2023-10-05,"10:30:00",28.86,70,NA,208.2,2.014
"428",2023-10-05,"10:45:00",29.26,69,NA,210.3,1.235
"429",2023-10-05,"11:00:00",29.86,67,NA,259.6,2.973
"430",2023-10-05,"11:15:00",30.67,65,NA,262.6,1.552
"431",2023-10-05,"11:30:00",31.35,62,NA,288.5,1.437
"432",2023-10-05,"11:45:00",32,60,NA,288.7,1.477
"433",2023-10-05,"12:00:00",32.58,59,NA,309.8,2.804
"434",2023-10-05,"12:15:00",33.37,56,NA,321.7,1.553
"435",2023-10-05,"12:30:00",34.01,54,NA,322.8,1.877
"436",2023-10-05,"12:45:00",34.43,52,NA,324.2,2.169
"437",2023-10-05,"13:00:00",34.86,49,NA,339.8,2.401
"438",2023-10-05,"13:15:00",35.4,49,NA,335,0.699
"439",2023-10-05,"13:30:00",35.85,47,NA,335,1.88
