"","Date","TS","Temp","RH","VPD","SR","WS"
"884",2023-10-10,"04:45:00",25.83,81,NA,0,0
"885",2023-10-10,"05:00:00",25.8,80,NA,0,0
"886",2023-10-10,"05:15:00",25.49,81,NA,0,0
"887",2023-10-10,"05:30:00",25.44,82,NA,0,0
"888",2023-10-10,"05:45:00",25.28,82,NA,0,0
"889",2023-10-10,"06:00:00",25.21,83,NA,0,0
"890",2023-10-10,"06:15:00",25.16,83,NA,0,0
"891",2023-10-10,"06:30:00",25.17,83,NA,0,0
"892",2023-10-10,"06:45:00",25.09,84,NA,0,0
"893",2023-10-10,"07:00:00",24.69,84,NA,0,0
"894",2023-10-10,"07:15:00",24.71,85,NA,0,0
"895",2023-10-10,"07:30:00",24.71,85,NA,0,0
"896",2023-10-10,"07:45:00",24.81,84,NA,6.708,0
"897",2023-10-10,"08:00:00",24.94,85,NA,13.42,0
"898",2023-10-10,"08:15:00",25.08,85,NA,26.83,0
"899",2023-10-10,"08:30:00",25.54,86,NA,40.25,0
"900",2023-10-10,"08:45:00",25.92,85,NA,53.66,0
"901",2023-10-10,"09:00:00",26.38,83,NA,47.39,0
"902",2023-10-10,"09:15:00",27,81,NA,100.6,0
"903",2023-10-10,"09:30:00",27.61,80,NA,120.7,0
"904",2023-10-10,"09:45:00",28.34,78,NA,138.8,0
"905",2023-10-10,"10:00:00",28.93,74,NA,161.2,0
"906",2023-10-10,"10:15:00",29.85,70,NA,185.2,0
"907",2023-10-10,"10:30:00",30.62,65,NA,186.5,0
"908",2023-10-10,"10:45:00",31.21,61,NA,203.5,0
"909",2023-10-10,"11:00:00",31.74,56,NA,233.9,0
"910",2023-10-10,"11:15:00",32.59,54,NA,254.4,0
"911",2023-10-10,"11:30:00",33.27,52,NA,299.9,0
"912",2023-10-10,"11:45:00",33.8,48,NA,294.4,0.238
"913",2023-10-10,"12:00:00",34.53,47,NA,304.3,0
"914",2023-10-10,"12:15:00",35.05,47,NA,298.4,0
"915",2023-10-10,"12:30:00",35.21,45,NA,298.2,0
"916",2023-10-10,"12:45:00",35.71,45,NA,341.7,0.029
"917",2023-10-10,"13:00:00",35.95,43,NA,95.9,0
"918",2023-10-10,"13:15:00",35.64,44,NA,146.8,0.175
"919",2023-10-10,"13:30:00",35.45,44,NA,313.7,0
"920",2023-10-10,"13:45:00",36.46,42,NA,321.4,0
"921",2023-10-10,"14:00:00",36.24,42,NA,212.4,0.791
"922",2023-10-10,"14:15:00",35.85,43,NA,322.3,0.149
"923",2023-10-10,"14:30:00",36.29,42,NA,127.3,0
"924",2023-10-10,"14:45:00",36.46,42,NA,313.7,0
"925",2023-10-10,"15:00:00",36.96,41,NA,120.6,0.002
"926",2023-10-10,"15:15:00",35.46,43,NA,158.4,0
"927",2023-10-10,"15:30:00",36.13,43,NA,162.3,0
"928",2023-10-10,"15:45:00",35.68,44,NA,200.9,0
"929",2023-10-10,"16:00:00",36.15,44,NA,135.5,0.4
"930",2023-10-10,"16:15:00",35.59,44,NA,122.4,0
"931",2023-10-10,"16:30:00",34.9,45,NA,87.1,0
"932",2023-10-10,"16:45:00",34.37,46,NA,93.8,0
"933",2023-10-10,"17:00:00",34.09,47,NA,85.4,0
"934",2023-10-10,"17:15:00",33.99,48,NA,75.38,0
"935",2023-10-10,"17:30:00",33.69,48,NA,60.3,0
"936",2023-10-10,"17:45:00",33.38,50,NA,53.6,0.036
"937",2023-10-10,"18:00:00",33.2,50,NA,40.2,0
"938",2023-10-10,"18:15:00",32.86,51,NA,33.5,0
"939",2023-10-10,"18:30:00",32.48,52,NA,13.4,0
"940",2023-10-10,"18:45:00",32.16,55,NA,6.701,0
"941",2023-10-10,"19:00:00",31.82,56,NA,0,0
"942",2023-10-10,"19:15:00",31.4,59,NA,0,0
"943",2023-10-10,"19:30:00",31.13,60,NA,0,0
"944",2023-10-10,"19:45:00",30.65,62,NA,0,0
"945",2023-10-10,"20:00:00",30.52,62,NA,0,0
"946",2023-10-10,"20:15:00",30.26,63,NA,0,0
"947",2023-10-10,"20:30:00",30.12,63,NA,0,0
"948",2023-10-10,"20:45:00",29.96,64,NA,0,0
"949",2023-10-10,"21:00:00",29.85,65,NA,0,0
"950",2023-10-10,"21:15:00",29.63,65,NA,0,0
"951",2023-10-10,"21:30:00",29.49,67,NA,0,0
"952",2023-10-10,"21:45:00",29.28,67,NA,0,0
"953",2023-10-10,"22:00:00",29.06,69,NA,0,0
"954",2023-10-10,"22:15:00",28.87,69,NA,0,0
"955",2023-10-10,"22:30:00",28.69,69,NA,0,0
"956",2023-10-10,"22:45:00",28.46,69,NA,0,0
"957",2023-10-10,"23:00:00",28.39,70,NA,0,0
"958",2023-10-10,"23:15:00",28.29,71,NA,0,0
"959",2023-10-10,"23:30:00",28.21,71,NA,0,0
"960",2023-10-10,"23:45:00",28.14,72,NA,0,0
